customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
3837.451863,21880,4.584967478670572,29,37,0,1,6.052270703034338
11790.49617,25251,4.204692619390966,13,43,0,2,5.761422254102616
7838.068321,0,4.248495242049359,9,12,0,2,1.309665444824201
4305.808345,24188,4.700480365792417,14,82,0,1,6.261873290889306
5973.976904,41611,4.31748811353631,14,8,0,8,4.743204523870132
5670.442396,28406,4.290459441148391,16,35,1,4,5.267217335222883
4731.749346,69833,4.77912349311153,32,99,0,1,6.721019255552365
8026.379641,0,4.31748811353631,15,91,0,2,6.280021236970423
4022.963529,0,4.770684624465665,6,1,0,1,6.883572311950402
9618.310865,80536,4.787491742782046,5,83,0,3,4.0036666170337005
2274.775451,0,4.1588830833596715,2,5,0,1,6.40958663661537
9552.926922,97732,4.382026634673881,0,70,0,2,5.673021503432336
10388.55323,61222,4.499809670330265,20,55,0,2,5.975346270299363
2470.121222,0,4.31748811353631,7,20,0,1,6.58236054801086
5619.068508,50335,4.948759890378168,9,54,0,1,6.125829014504336
9047.119209,0,4.852030263919617,30,11,0,6,6.993010922740485
6692.143668,63221,5.1298987149230735,28,49,0,1,6.693819208418841
3731.504584,0,4.574710978503383,31,34,0,1,6.135131896920395
3660.770258,64495,4.532599493153256,34,30,0,1,5.533358195747781
7928.829252,0,4.290459441148391,7,75,0,2,5.848171377281505
5011.751577,28859,4.219507705176107,24,51,3,4,5.776413165691109
7988.258292,77330,4.605170185988092,0,21,0,3,4.607742953581472
3885.456401,0,4.663439094112067,3,92,0,1,6.22455842927536
2659.337982,24495,4.2626798770413155,29,65,0,1,5.820082930352362
8564.768226,95697,4.68213122712422,29,29,0,9,5.187422252103956
4885.162511,26372,4.844187086458591,11,7,0,1,6.406549898593137
9753.307106,17514,4.852030263919617,2,5,0,3,2.2313821740073605
2946.153697,89270,4.31748811353631,17,90,0,1,5.760790298639548
2581.110945,29757,4.189654742026425,13,55,0,1,5.746203190540153
3517.385764,51814,4.532599493153256,28,89,0,1,4.0483132588939235
9743.350113,24028,4.418840607796598,14,27,0,2,5.977872593588515
3873.647046,28142,4.663439094112067,18,50,0,1,6.554941782905282
7649.28199,52705,4.174387269895637,14,8,1,2,4.86526698169018
2287.59692,0,4.1588830833596715,1,5,0,1,6.522634383839096
4475.424592,84903,4.718498871295094,7,63,0,1,6.210854717291831
8714.922135,0,4.77912349311153,14,64,0,4,6.341064522374751
2248.449633,24910,4.1588830833596715,7,63,1,1,5.85466387047927
7416.197322,0,4.356708826689592,15,12,2,2,6.319688574872699
7771.158973,21876,4.23410650459726,12,28,0,2,6.1450753026309135
6968.3419,0,4.248495242049359,33,61,1,2,6.210198389933492
4250.282624,0,4.127134385045092,17,1,1,7,5.682899263739777
19776.56654,70699,4.418840607796598,1,57,0,2,5.552237762454947
21343.46599,0,4.31748811353631,11,85,1,2,5.875492370855561
2413.139714,27501,4.1588830833596715,20,0,0,1,6.29769736247264
15363.84716,15897,4.624972813284271,30,99,0,2,5.7175157369027865
8456.961887,25141,4.30406509320417,12,4,1,2,3.274804752088025
2189.642522,0,4.127134385045092,5,46,3,1,5.682899263739777
5780.182197,51066,4.31748811353631,23,0,0,8,6.670757845524788
4639.981638,28358,4.770684624465665,24,37,0,1,4.442938427017619
4465.335703,61846,4.727387818712341,1,48,0,1,5.37905921438151
5968.118877,90972,4.31748811353631,3,47,0,8,5.4550054458812145
5097.763337,0,4.31748811353631,3,95,0,7,6.280021236970423
4076.634665,29549,4.653960350157523,17,51,0,1,6.5672823351936644
12252.60179,0,4.7535901911063645,12,17,1,2,6.315358001522335
16936.27147,39411,5.384495062789089,4,29,2,4,7.0243455137565345
4892.435461,21709,4.143134726391533,28,17,0,3,6.0146309859313085
9942.304791,67890,4.454347296253507,23,57,0,2,6.013715156042802
3735.838129,0,4.709530201312334,3,16,0,1,6.675823221634848
13117.52215,84311,4.718498871295094,11,98,4,2,6.280021236970423
4574.524094,99316,4.74493212836325,26,53,0,1,6.6271930389299945
5470.060561,54507,4.9344739331306915,20,11,0,1,6.556764196966893
2978.84601,64586,4.343805421853684,3,17,0,1,5.3367546527102085
6410.967544,61709,4.418840607796598,5,41,2,7,5.621834236500974
4479.023088,94656,4.718498871295094,12,79,1,1,6.132829829533213
2383.731879,0,4.248495242049359,5,40,0,1,6.210198389933492
2764.493659,61085,4.2626798770413155,27,34,1,1,5.820082930352362
7920.105377,89284,4.219507705176107,7,31,3,2,5.776413165691109
6889.097981,0,4.1588830833596715,6,12,0,2,5.715052066914432
3274.194616,31686,4.406719247264253,11,33,0,1,6.068411946947364
9951.707743,56855,5.545177444479562,12,1,0,1,7.515889085215125
2521.555686,53703,4.219507705176107,3,45,2,1,4.228765833786886
23706.11337,0,4.574710978503383,12,35,1,2,6.739906781947913
6047.02516,20396,4.343805421853684,15,60,1,4,5.9020867359567655
11140.30248,27679,5.017279836814924,30,28,0,3,6.584082569406849
4334.064096,23904,4.820281565605037,1,67,3,1,6.382492607418377
2799.74791,65351,4.248495242049359,4,54,0,1,6.178001199558121
7923.136624,0,4.736198448394496,20,1,0,7,7.025918450377774
3688.110888,0,4.1588830833596715,0,54,3,7,6.508295106604251
12067.45599,0,4.762173934797756,14,35,0,2,7.158586502871936
2924.976721,64459,4.290459441148391,16,64,0,1,5.485873030638927
15014.0927,32961,5.25227342804663,13,53,0,3,6.816735880594968
9277.233839,71416,4.762173934797756,10,0,0,3,6.3240004751933885
6274.123875,68964,4.3694478524670215,15,6,0,3,4.754338419734186
3886.647414,78108,4.59511985013459,12,34,0,1,6.155706990502031
4386.277558,10621,4.219507705176107,28,22,0,5,5.776413165691109
11365.26766,84910,4.564348191467836,4,69,0,2,5.951078579909829
5610.96434,77493,4.2626798770413155,2,35,0,3,5.733222470487792
2912.892035,81097,4.31748811353631,7,67,0,1,5.875492370855561
6915.729915,96610,4.454347296253507,6,23,0,3,6.25644989660588
6262.663307,30110,5.075173815233827,20,71,0,1,6.147263243210121
6503.397049,22081,4.442651256490317,1,9,0,6,6.115164065809912
8007.399376,0,4.727387818712341,12,93,0,3,6.288973180377498
2929.916512,98473,4.290459441148391,19,69,0,1,5.848171377281505
5969.55297,97431,4.31748811353631,1,72,0,3,5.875492370855561
5473.15987,93870,4.248495242049359,1,96,0,8,5.8057371971791945
5645.396665,50366,4.290459441148391,9,5,0,9,6.06316793914619
6369.262355,34498,4.430816798843313,30,72,0,7,5.989963420981715
11833.76732,16552,4.6443908991413725,23,53,0,2,6.2053655170552595
6121.107929,26787,4.356708826689592,7,50,0,5,5.915123313851259
5159.369746,0,4.31748811353631,2,42,0,9,6.724736886254409
2514.59196,43860,4.189654742026425,15,58,0,1,5.057041119575337
8668.611261,21474,4.74493212836325,13,72,2,9,5.925400027560202
4960.965384,18174,4.204692619390966,8,16,0,9,5.983772073251227
5504.139033,0,4.30406509320417,18,45,0,5,5.861925175752996
7507.455372,60920,4.174387269895637,10,61,0,2,5.44760719153916
32269.85139,41520,4.51085950651685,18,70,0,2,5.672993676780072
5657.031588,0,5.030437921392435,12,89,0,1,6.593866114361182
5061.757902,0,4.23410650459726,19,16,0,8,5.791182664937034
5912.783829,72208,4.30406509320417,3,84,0,8,5.861925175752996
15182.27975,53863,4.1588830833596715,12,30,0,2,4.6706311971258945
10747.03094,66446,4.919980925828125,8,77,0,3,6.462193769297477
2050.623512,0,4.127134385045092,18,26,0,1,5.682899263739777
2465.444865,64997,4.1588830833596715,7,99,1,1,5.951793785498085
5343.121327,64460,4.204692619390966,18,42,0,3,5.761422254102616
8119.829071,46618,4.219507705176107,22,77,0,2,4.60602924688959
4605.265164,0,4.174387269895637,13,64,0,4,5.730748922886015
6408.785577,49988,4.442651256490317,6,37,5,5,6.34200701428989
2376.533508,0,4.5217885770490405,2,8,5,1,6.081762185088762
3211.070017,16269,4.465908118654584,6,84,0,1,6.025382765311443
5094.522262,72006,4.174387269895637,4,38,0,3,5.730748922886015
25755.27817,0,4.406719247264253,3,60,2,2,5.96563378707346
8672.229719,0,5.5053315359323625,34,83,0,1,7.760643245996647
8044.73072,44320,4.219507705176107,13,79,0,2,5.776413165691109
4001.519098,19782,4.6913478822291435,13,66,0,1,6.652180185946263
16706.11699,63933,4.2626798770413155,35,98,0,2,6.054165712590958
8544.411077,28224,4.700480365792417,13,13,0,8,6.261873290889306
7805.31287,21073,4.672828834461906,25,54,1,3,6.234018491942015
6112.756868,63243,4.356708826689592,21,73,0,3,5.900555512290991
4772.943848,20993,4.897839799950911,35,90,0,1,6.460530236625741
10979.09559,94827,4.912654885736052,5,64,0,4,5.874169567645296
5004.263818,39161,4.1588830833596715,18,83,1,4,5.652474980167829
13223.04379,37534,4.442651256490317,2,0,2,2,6.001909804969521
2623.31543,80210,4.189654742026425,30,28,0,1,3.0700591074700156
17840.19555,0,4.143134726391533,32,59,0,2,5.956136384340919
5106.111827,30110,4.174387269895637,2,4,0,5,4.949929666915642
17930.60451,21708,4.23410650459726,28,77,0,2,5.791182664937034
5457.342569,94731,4.219507705176107,23,65,0,4,5.776413165691109
6563.644143,32375,4.430816798843313,17,83,0,6,5.989963420981715
4812.525221,16531,4.1588830833596715,0,40,0,4,4.643234163072399
29328.04185,32006,4.553876891600541,28,7,0,2,4.058169548879432
5773.520711,81676,4.290459441148391,21,86,0,8,6.140226093032484
6847.1189,71038,4.465908118654584,15,56,0,3,5.330029508881955
3595.31286,0,4.6443908991413725,20,43,0,1,6.610157541742979
22855.61209,20832,4.189654742026425,8,32,0,2,4.049555804238327
7859.414569,0,4.736198448394496,19,10,0,7,6.702697195214312
4115.577437,52405,4.6443908991413725,2,27,0,1,6.2053655170552595
5029.638777,0,4.897839799950911,3,89,0,1,6.680684123468565
4821.418454,26583,4.859812404361672,6,46,4,1,6.422272462887942
5004.310469,25486,4.189654742026425,15,53,0,3,4.296450785911297
8630.053943,24065,4.718498871295094,30,1,0,5,6.280021236970423
9322.08512,70435,4.762173934797756,0,50,0,4,4.232388304699185
16727.56063,0,4.343805421853684,33,36,2,2,6.000515535555163
3652.532435,39679,4.532599493153256,2,85,0,1,6.465193441429455
6158.601171,0,4.499809670330265,13,45,0,5,5.839132300844453
4376.083958,0,4.248495242049359,21,70,4,3,5.8057371971791945
5569.456156,53565,4.276666119016055,27,34,1,6,5.83422577068149
2576.513006,37574,4.204692619390966,19,14,1,1,6.0236943736461885
8346.983233,48259,4.6913478822291435,14,79,0,3,4.313487762792083
6323.923864,78532,4.3694478524670215,25,87,0,3,5.927992124152408
5973.14343,96163,4.30406509320417,23,90,0,3,5.861925175752996
4706.676993,0,4.290459441148391,0,86,0,7,5.848171377281505
8093.410258,0,4.74493212836325,9,72,1,5,6.583443442873367
5035.744643,72672,4.1588830833596715,7,39,0,5,5.562069578908534
9027.867218,99002,4.727387818712341,33,75,1,8,6.288973180377498
7288.884849,79494,4.5217885770490405,19,30,0,3,5.9846806232428795
18042.47942,35704,5.420534999272286,21,35,0,8,5.884106376354089
4992.063043,0,4.276666119016055,6,5,0,3,6.483701309585716
9102.267849,26049,4.77912349311153,17,6,0,6,4.804286353797989
2540.407726,70125,4.174387269895637,21,77,0,1,4.541307660314093
12941.89193,52369,4.709530201312334,34,49,1,2,6.270988431858299
2365.348601,0,4.204692619390966,25,51,2,1,5.079146887120639
5720.765064,41770,4.290459441148391,0,60,0,9,6.167845487077625
7035.534088,0,4.624972813284271,16,88,0,8,6.590575735741333
2636.97773,31911,4.219507705176107,33,27,0,1,5.776413165691109
5395.831967,70051,4.23410650459726,15,69,0,8,3.763020434651447
8382.630118,19683,4.770684624465665,17,41,1,9,6.332568896055757
31161.74523,30916,4.727387818712341,7,65,0,2,5.303882154355693
2887.742258,0,4.394449154672439,24,95,0,1,6.5190647225850675
8714.922135,0,4.77912349311153,14,64,0,4,6.341064522374751
25585.72783,0,4.762173934797756,0,45,0,2,6.723379290086998
10272.6082,60145,4.890349128221754,8,28,0,3,6.365564984658843
4376.363592,63774,4.718498871295094,18,63,0,1,4.111475044084188
5318.89664,25134,4.219507705176107,3,0,0,6,5.776413165691109
4719.762191,37057,4.127134385045092,5,48,1,6,3.882202975069508
4428.031583,58577,4.709530201312334,6,62,0,1,5.719894482995165
5879.176092,85857,4.30406509320417,3,19,0,6,4.6212410254844
9416.908485,70602,4.762173934797756,8,47,0,3,6.178649033586226
8288.155579,33816,4.672828834461906,10,97,2,3,6.234018491942015
32654.8383,0,5.0369526024136295,7,75,0,2,7.0054263061555835
4719.450052,89642,4.804021044733257,11,20,4,1,4.469579783628573
3903.474784,60068,4.59511985013459,17,75,0,1,6.155706990502031
5457.259678,50044,4.941642422609304,16,14,0,1,6.504587529922656
2725.356404,36650,4.248495242049359,2,70,1,1,4.053580378530768
4433.97368,50653,4.709530201312334,29,42,0,1,5.575438260567249
5332.462694,68931,4.204692619390966,32,30,0,7,5.738434903686242
2315.094985,0,4.30406509320417,14,39,1,1,5.861925175752996
5411.953687,0,4.30406509320417,1,22,0,5,5.903628960550945
9587.33234,39266,4.394449154672439,33,31,0,2,5.953243334287785
22103.5072,0,4.634728988229636,35,48,0,2,6.195629131824389
9764.945308,0,4.59511985013459,24,11,1,2,6.560464734925045
2567.151468,40864,4.189654742026425,2,75,0,1,2.3528294374259002
2650.622781,39035,4.23410650459726,15,65,0,1,5.503558965857854
11264.36334,34923,4.59511985013459,23,82,0,2,6.461633094004054
2168.523464,0,4.1588830833596715,1,56,0,1,6.119417911418443
8610.667489,0,4.718498871295094,27,36,0,9,6.280021236970423
2834.646235,24506,4.276666119016055,7,47,0,1,6.238715173765425
8930.139728,0,4.418840607796598,25,63,0,2,6.319909956559699
5536.386959,52220,4.2626798770413155,17,42,1,5,5.820082930352362
2840.85429,0,4.31748811353631,17,73,0,1,6.000052125578345
8082.880956,53554,4.219507705176107,6,5,0,2,5.793076225326101
5254.734278,34476,4.219507705176107,23,49,1,3,1.8555633455802154
5116.237577,0,4.2626798770413155,1,11,0,5,4.8858373942106565
3034.646997,68205,4.343805421853684,35,14,0,1,4.608992302386366
8024.89992,0,4.787491742782046,6,48,1,8,6.75437097208278
18211.14319,53690,5.043425116919247,20,97,0,2,6.606920419952056
5121.563312,0,4.290459441148391,2,22,0,5,6.252674299228648
2150.178588,0,4.127134385045092,28,31,0,1,5.682899263739777
5595.389905,74454,4.276666119016055,25,29,0,3,5.83422577068149
7562.824036,0,4.30406509320417,23,91,0,2,5.861925175752996
5385.853211,29664,4.276666119016055,1,69,0,3,5.83422577068149
4718.558501,15680,4.174387269895637,20,29,0,8,5.567886013174166
9422.567923,47272,4.382026634673881,17,17,3,2,4.182765566054149
3605.860265,21585,4.532599493153256,35,61,0,1,6.092666427616949
7762.590564,23827,4.672828834461906,18,77,2,3,3.66126729817643
23444.90045,69906,4.31748811353631,34,32,2,2,5.317435440963898
2558.178159,0,4.290459441148391,7,77,0,1,5.848171377281505
5123.170887,89879,4.1588830833596715,17,20,0,3,4.5541958722997355
2537.744494,0,4.248495242049359,9,89,0,1,5.8057371971791945
2969.593296,46131,4.31748811353631,27,28,0,1,5.875492370855561
4363.124641,54514,4.700480365792417,5,36,3,1,5.66030045582279
5884.308607,0,5.087596335232384,29,1,0,1,7.056347683031964
5272.191556,96668,4.204692619390966,2,95,0,3,5.761422254102616
5509.895664,78879,4.248495242049359,9,67,1,4,6.1475507618641245
16313.68349,0,4.248495242049359,21,86,0,2,5.8057371971791945
5678.050167,0,4.343805421853684,8,44,0,3,5.9020867359567655
12101.20884,0,4.727387818712341,28,30,0,2,7.1336201122476455
2453.570794,29735,4.248495242049359,3,92,0,1,5.8057371971791945
5075.66267,23082,4.189654742026425,18,90,0,7,5.746203190540153
3214.979402,53984,4.394449154672439,15,62,0,1,6.046152655587896
12275.34309,52135,5.056245805348308,6,86,0,9,6.067281280996456
2722.210707,17576,4.276666119016055,29,70,0,1,5.990221144403133
2457.440923,29486,4.143134726391533,19,73,0,1,2.157185031252961
3554.845264,58557,4.48863636973214,4,83,0,1,4.034426921685496
4929.549699,25632,4.1588830833596715,27,52,0,7,5.864400393878389
8036.45034,0,4.727387818712341,7,42,0,9,6.693819208418841
4276.915328,18768,4.23410650459726,19,53,3,3,6.474591967379568
33473.34946,33190,4.672828834461906,18,95,0,2,6.234018491942015
5960.581363,47945,4.31748811353631,32,39,0,3,4.863203778927442
44795.46942,58778,4.844187086458591,6,62,0,2,5.7138449147364465
3832.118106,15192,4.61512051684126,1,7,0,1,6.175867270105761
6837.932624,51859,5.147494476813453,0,21,0,1,6.911907280482043
5285.26816,23422,4.290459441148391,25,76,0,3,6.252674299228648
3096.511217,21604,4.382026634673881,14,28,0,1,5.940697430054329
3589.710715,79298,4.51085950651685,22,2,0,1,5.502734964504608
2582.408525,76731,4.174387269895637,2,68,0,1,5.310517664326201
2487.729726,67282,4.143134726391533,29,27,0,1,5.69910488510509
13575.67599,48534,4.7535901911063645,29,79,1,2,6.315358001522335
4685.504251,77678,4.762173934797756,32,81,0,1,6.60991308013831
28685.82785,48412,4.653960350157523,15,23,0,2,6.56305242839465
2764.032126,33837,4.290459441148391,29,54,4,1,5.725464984192802
6183.111464,23712,4.454347296253507,2,20,0,3,5.932580460150303
3873.647046,28142,4.663439094112067,18,50,0,1,6.554941782905282
18929.3306,72196,4.23410650459726,8,61,0,2,5.03164140606448
5553.295758,68197,4.248495242049359,1,81,0,3,5.180768507220236
5011.259184,75248,4.1588830833596715,13,71,0,5,4.658280756129349
10442.44633,0,4.59511985013459,9,50,0,2,6.848767249592433
2199.61781,0,4.189654742026425,5,19,1,1,6.150602768446279
8709.845263,41546,4.718498871295094,4,47,0,3,4.806532960998843
7484.310483,46998,4.574710978503383,13,98,0,6,6.135131896920395
2613.023132,57099,4.219507705176107,20,37,0,1,4.232073729764824
9080.639651,33897,4.74493212836325,15,67,0,8,6.293129038949072
13770.97618,59207,4.762173934797756,23,21,0,2,6.3240004751933885
2876.822941,40171,4.30406509320417,8,78,0,1,5.861925175752996
5548.031892,67798,4.248495242049359,1,78,0,9,5.8057371971791945
5097.526248,21665,4.919980925828125,0,25,0,1,6.642108149505158
24143.87556,0,4.477336814478207,9,75,0,2,6.441584295756578
3538.059456,0,4.219507705176107,12,67,5,7,5.776413165691109
29091.23936,34226,5.501258210544727,29,22,0,2,6.205355472596255
19834.20115,65989,4.820281565605037,4,43,1,2,4.758278202430755
4731.366975,30686,4.127134385045092,22,45,0,3,3.0416125414120887
35537.846,0,4.736198448394496,15,6,0,2,6.685769483459973
34611.37896,20090,4.700480365792417,10,59,0,2,6.261873290889306
20216.30883,0,5.214935757608986,6,16,0,2,6.77923985674671
13976.51925,77094,5.176149732573829,25,29,0,5,6.099131422073301
5904.088162,97413,4.30406509320417,21,80,0,6,5.597755014418052
5595.835041,79189,4.248495242049359,6,97,0,4,5.8057371971791945
2294.303629,0,4.143134726391533,5,31,0,1,5.69910488510509
6273.911874,18577,4.465908118654584,21,76,0,6,6.025382765311443
3726.727996,0,4.727387818712341,7,34,1,1,6.693819208418841
5285.118669,40783,4.219507705176107,13,43,1,9,5.776413165691109
5110.680779,0,4.31748811353631,34,51,0,4,6.280021236970423
7126.596501,17483,5.214935757608986,24,63,0,1,7.184325846679199
4601.634099,84394,4.74493212836325,9,38,0,1,6.5401817000920035
